id,community_names,region,price,total_price,house_types,area,orientation,decoration,floor_levels,build_time,building_types
1635,北京北 ,立水桥,"55,089元/平",308,1室1厅,55.91平米,西南,精装,中楼层(共20层) ,,板塔结合
1636,鼓楼南大街 ,鼓楼大街,"29,430元/平",298,3室2厅,101.26平米,南 北,其他,中楼层(共7层) ,,板楼
1637,双榆树西里 ,双榆树,"85,366元/平",490,2室1厅,57.4平米,南,简装,中楼层(共16层),1980年,塔楼
1638,太华公寓 ,崇文门,"63,422元/平",680,1室1厅,107.22平米,南,精装,中楼层(共17层),2000年,塔楼
1639,慈云寺 ,红庙,"47,170元/平",270,2室1厅,57.24平米,南 北,简装,高楼层(共6层) ,,板楼
1640,双榆树北里 ,双榆树,"97,512元/平",388,1室1厅,39.79平米,南,简装,底层(共16层),1985年,塔楼
1641,盛和家园 ,亚运村小营,"61,709元/平",429,2室1厅,69.52平米,北,精装,中楼层(共24层),2002年,塔楼
1642,华润小区 ,西罗园,"38,505元/平",206,1室1厅,53.5平米,南 北,简装,底层(共6层) ,,板楼
1643,八角南路 ,八角,"38,127元/平",175,2室1厅,45.9平米,北 南 西南,简装,顶层(共6层),1982年,板楼
1644,八宝庄 ,定慧寺,"79,639元/平",528,3室1厅,66.3平米,北 南,简装,中楼层(共5层) ,,板楼
1645,世华泊郡 ,北苑,"77,279元/平",920,3室2厅,119.05平米,南 北,精装,中楼层(共27层),2012年,板楼
1646,远洋山水 ,鲁谷,"58,044元/平",315,1室1厅,54.27平米,东,其他,25层,2007年,板塔结合
1647,砖角楼南里 ,和平里,"65,686元/平",455,3室1厅,69.27平米,东 西 北,简装,顶层(共14层),1987年,板塔结合
1648,东直门北大街 ,东直门,"74,353元/平",465,2室1厅,62.54平米,东北,简装,高楼层(共16层) ,,塔楼
1649,东直门北大街 ,东直门,"80,497元/平",499,2室1厅,61.99平米,东 西,精装,中楼层(共12层) ,,板塔结合
1650,和平街十四区 ,和平里,"64,388元/平",339,2室1厅,52.65平米,东北,精装,中楼层(共6层) ,,板楼
1651,畅柳园 ,陶然亭,"96,331元/平",630,2室1厅,65.4平米,南 北,简装,中楼层(共14层),2004年,板塔结合
1652,平原里小区 ,牛街,"94,715元/平",620,2室1厅,65.46平米,南 北,精装,中楼层(共12层),1999年,板楼
1653,展览路 ,阜成门,"102,811元/平",439,1室1厅,42.7平米,南,毛坯,高楼层(共6层) ,,板楼
1654,前半壁街 ,官园,"93,882元/平",445,1室1厅,47.4平米,东,简装,高楼层(共6层) ,,板楼
1655,银河湾 ,鼓楼街道,"19,739元/平",210,2室1厅,106.39平米,南 北,精装,低楼层(共16层),2012年,板楼
1656,京南嘉园 ,窦店,"12,723元/平",145,3室2厅,113.97平米,南 北,简装,底层(共6层) ,,板楼
1657,新风北里 ,马甸,"118,871元/平",800,2室1厅,67.3平米,东南,简装,中楼层(共16层) ,,塔楼
1658,龙湖蔚澜香醍 ,九棵树(家乐福),"49,415元/平",726,4室2厅,146.92平米,南 北,精装,中楼层(共18层),2012年,板楼
1659,莲花池东路甲5号院 ,木樨地,"124,872元/平",728,2室1厅,58.3平米,南 北,简装,中楼层(共6层) ,,板楼
1660,都会华庭 ,十里堡,"61,817元/平",560,2室1厅,90.59平米,西南,精装,高楼层(共30层),2001年,板塔结合
1661,大成国际 ,百子湾,"61,152元/平",258,1室1厅,42.19平米,北,精装,中楼层(共12层),2007年,塔楼
1662,潘家园东里 ,潘家园,"64,066元/平",399,2室1厅,62.28平米,东南 南,精装,高楼层(共18层),1994年,塔楼
1663,甘露园南里 ,甘露园,"50,646元/平",298,2室1厅,58.84平米,南 北,精装,中楼层(共6层),1995年,板楼
1664,春季星空 ,草桥,"58,916元/平",568,3室2厅,96.41平米,南 北,简装,顶层(共6层) ,,板楼
1665,高第小区 ,甘家口,"88,583元/平",450,2室1厅,50.8平米,南 北,简装,底层(共5层) ,,板楼
1666,嘉园一里 ,马家堡,"52,780元/平",376,3室1厅,71.24平米,南 北,简装,中楼层(共18层),1998年,塔楼
1667,自然佳境 ,潞苑,"30,821元/平",267,2室1厅,86.63平米,南 北,精装,底层(共6层),2003年,板楼
1668,京溪小区 ,溪翁庄镇,"6,967元/平",78,3室2厅,111.97平米,南 北,简装,低楼层(共6层),1999年,板楼
1669,黄亭子小区 ,北太平庄,"78,103元/平",428,2室1厅,54.8平米,东南,简装,中楼层(共6层) ,,板楼
1670,黄亭子小区 ,北太平庄,"85,733元/平",536,2室1厅,62.52平米,南 西,精装,中楼层(共18层) ,,塔楼
1671,双花园西里 ,双井,"63,886元/平",438,3室1厅,68.56平米,南 北,毛坯,6层,1988年,板楼
1672,阿尔法社区二期 ,九棵树(家乐福),"32,276元/平",358,3室1厅,110.92平米,南 北,精装,中楼层(共6层),2009年,板楼
1673,知春路47号院 ,中关村,"89,391元/平",610,2室1厅,68.24平米,南 北,精装,中楼层(共7层) ,,板楼
1674,锦悦嘉苑 ,顺义其它,"27,867元/平",210,2室1厅,75.36平米,东南,精装,中楼层(共11层),2015年,板塔结合
1675,望京西园三区 ,望京,"53,725元/平",445,1室1厅,82.83平米,东南,精装,28层,2000年,板塔结合
1676,葛布店南里 ,果园,"34,361元/平",145,1室0厅,42.2平米,南,简装,中楼层(共6层) ,,板楼
1677,葛布店南里 ,果园,"27,332元/平",165,2室1厅,60.37平米,南 北,简装,顶层(共6层) ,,板楼
1678,莲怡园北路1号院 ,六里桥,"53,150元/平",400,3室1厅,75.26平米,南 北,简装,低楼层(共6层) ,,板楼
1679,望京新城 ,望京,"56,689元/平",520,2室1厅,91.73平米,东南,精装,中楼层(共26层) ,,塔楼
1680,天裕昕园西区 ,中央别墅区,"28,377元/平",225,2室1厅,79.29平米,南 北,精装,中楼层(共18层),2014年,板楼
1681,石佛营东里小区 ,石佛营,"47,547元/平",282,2室1厅,59.31平米,南 北,精装,低楼层(共13层) ,,板楼
1682,千鹤家园 ,惠新西街,"72,498元/平",790,2室1厅,108.97平米,西南,精装,中楼层(共25层),2003年,塔楼
1683,田村路29号院 ,田村,"61,709元/平",346,2室1厅,56.07平米,南 北,精装,低楼层(共6层),2000年,板楼
1684,天泰北双苑 ,双桥,"38,787元/平",225,1室1厅,58.01平米,南 北,精装,中楼层(共6层) ,,板楼
1685,巴克摩界 ,果园,"27,740元/平",199,2室1厅,71.74平米,南,精装,中楼层(共11层),2007年,塔楼
1686,玉林里小区 ,右安门外,"59,299元/平",338,2室1厅,57平米,东南,简装,18层 ,,塔楼
1687,天伦锦城 ,花乡,"36,673元/平",216,1室1厅,58.9平米,南 北,简装,中楼层(共16层),2006年,板楼
1688,远洋一方新悦一期 ,双桥,"42,000元/平",289,1室1厅,68.81平米,东,精装,中楼层(共18层),2012年,板塔结合
1689,同盛里 ,北大地,"56,426元/平",299,1室1厅,52.99平米,南 北,简装,中楼层(共6层) ,,板楼
1690,保利嘉园三号院 ,常营,"42,089元/平",378,2室2厅,89.81平米,南 西 北,简装,顶层(共29层),2010年,塔楼
1691,豆瓣胡同 ,朝阳门内,"119,724元/平",848,2室1厅,70.83平米,南 北,其他,低楼层(共10层) ,,板楼
1692,南沙滩小区 ,南沙滩,"57,711元/平",305,2室1厅,52.85平米,南 北,精装,高楼层(共6层) ,,板楼
1693,永定门东街西里 ,天坛,"73,863元/平",375,2室1厅,50.77平米,南 北,毛坯,中楼层(共6层) ,,板楼
1694,永金里小区 ,五棵松,"62,555元/平",640,2室1厅,102.31平米,南 西,简装,高楼层(共12层) ,,板塔结合
1695,永泰西里 ,清河,"65,373元/平",485,2室1厅,74.19平米,南 北,简装,中楼层(共6层) ,,板楼
1696,东恒时代二期 ,四惠,"82,637元/平",850,2室2厅,102.86平米,南 西 北,精装,中楼层(共16层) ,,板楼
1697,龙锦苑二区 ,回龙观,"40,914元/平",362,2室1厅,88.48平米,南 北,简装,6层 ,,板楼
1698,重聚园 ,鲁谷,"35,064元/平",358,2室1厅,102.1平米,西南 北,简装,中楼层(共24层),2003年,塔楼
1699,玉桃园三区 ,西直门,"86,957元/平",440,1室1厅,50.6平米,东,精装,高楼层(共6层) ,,板楼
1700,莲水怡园 ,马驹桥,"26,444元/平",185,1室1厅,69.96平米,南 北,精装,底层(共6层) ,,板楼
1701,朝阳门内大街 ,朝阳门内,"68,291元/平",799,3室1厅,117平米,东 西,其他,高楼层(共7层) ,,板楼
1702,润枫领尚 ,通州其它,"44,061元/平",385,2室1厅,87.38平米,南 北,精装,中楼层(共18层),2013年,板楼
1703,叠翠庭苑一区 ,苹果园,"38,160元/平",170,1室0厅,44.55平米,西,简装,底层(共17层),2019年,板楼
1704,兴涛社区 ,高米店,"41,509元/平",666,4室2厅,160.45平米,南 北,简装,4层 ,,板楼
1705,南新园 ,华威桥,"52,047元/平",365,2室1厅,70.13平米,西南,精装,24层 ,,塔楼
1706,华贸城 ,北苑,"74,713元/平",715,3室2厅,95.7平米,南 东北,精装,中楼层(共27层),2011年,板塔结合
1707,中仓小区 ,万达,"36,277元/平",219,2室1厅,60.37平米,南 北,简装,5层 ,,板楼
1708,天宫院小区 ,天宫院,"24,584元/平",158,1室1厅,64.27平米,东,简装,低楼层(共15层) ,,板楼
1709,义宾南区 ,顺义城,"26,192元/平",166,2室1厅,63.38平米,南 北,简装,中楼层(共6层) ,,板楼
1710,金域缇香 ,长阳,"32,487元/平",376,3室1厅,115.74平米,南 北,其他,高楼层(共21层),2014年,板塔结合
1711,永兴嘉园 ,滨河西区,"30,527元/平",248,2室1厅,81.24平米,西北,精装,14层 ,,塔楼
1712,龙腾苑五区 ,回龙观,"44,695元/平",500,3室1厅,111.87平米,南 北,精装,低楼层(共7层),2003年,板楼
1713,西草市东街甲34号院 ,天坛,"86,441元/平",466,3室1厅,53.91平米,南 北,精装,中楼层(共5层),1980年,板楼
1714,顺驰领海 ,高米店,"50,783元/平",750,4室2厅,147.69平米,南 北,简装,中楼层(共8层),2012年,板楼
1715,兴隆家园 ,高碑店,"57,278元/平",606,2室1厅,105.8平米,南,简装,22层 ,,板塔结合
1716,北欧印象 ,马连道,"106,136元/平",768,2室1厅,72.36平米,东 南 北,精装,中楼层(共28层),2003年,塔楼
1717,前门东大街 ,前门,"79,732元/平",498,3室1厅,62.46平米,南 北,毛坯,高楼层(共10层),1979年,板楼
1718,兴隆家园 ,高碑店,"53,749元/平",385,2室1厅,71.63平米,东南,简装,24层,2003年,塔楼
1719,文慧园北路26号院 ,小西天,"86,656元/平",500,2室1厅,57.7平米,东南,简装,13层,1995年,塔楼
1720,石榴园北里小区 ,刘家窑,"44,891元/平",358,3室1厅,79.75平米,东 西 北,精装,底层(共6层) ,,板楼
1721,四季怡园南区 ,冯村,"28,175元/平",199,2室1厅,70.63平米,南 西 北,精装,底层(共20层) ,,板楼
1722,前进花园一区 ,顺义城,"26,390元/平",216,2室1厅,81.85平米,南 北,简装,6层 ,,板楼
1723,海特花园西区 ,苹果园,"37,635元/平",345,2室2厅,91.67平米,东南,毛坯,中楼层(共18层),1995年,塔楼
1724,迎喜家园 ,临河里,"33,328元/平",205,1室1厅,61.51平米,南 北,简装,中楼层(共6层) ,,板楼
1725,朝阳园 ,朝青,"45,379元/平",790,4室2厅,174.09平米,东北,精装,31层,1999年,塔楼
1726,电力宿舍 ,清河,"60,285元/平",466,3室1厅,77.3平米,东 南 北,精装,中楼层(共6层) ,,板楼
1727,马家堡西里 ,马家堡,"54,699元/平",280,2室1厅,51.19平米,南 北,简装,底层(共6层),1992年,板楼
1728,石景苑 ,顺义城,"24,320元/平",235,2室1厅,96.63平米,西南,简装,底层(共15层) ,,板塔结合
1729,金融街融汇 ,天宫院,"36,525元/平",256,2室1厅,70.09平米,南 北,精装,中楼层(共18层),2014年,板楼
1730,纱络胡同 ,安定门,"186,336元/平",240,1室1厅,12.88平米,东,精装,底层(共1层),2022年,平房
1731,华业东方玫瑰D区 ,临河里,"42,504元/平",385,2室2厅,90.58平米,南,精装,低楼层(共27层),2013年,板塔结合
1732,兴隆家园 ,高碑店,"54,277元/平",323,1室1厅,59.51平米,西南,精装,24层,2001年,塔楼
1733,四季怡园南区 ,冯村,"28,775元/平",255,3室1厅,88.62平米,南 西,简装,中楼层(共20层),2018年,板楼
1734,金荣园 ,西红门,"26,443元/平",165,2室1厅,62.4平米,南 北,精装,低楼层(共6层) ,,板楼
1735,鲁谷村 ,鲁谷,"46,459元/平",286,2室1厅,61.56平米,南 北,简装,6层 ,,板楼
1736,华龙小区 ,潞苑,"27,993元/平",159,1室1厅,56.8平米,南 北,简装,中楼层(共6层),2001年,板楼
1737,博世祥园 ,亚运村,"106,339元/平",1488,3室2厅,139.93平米,南 北,简装,中楼层(共9层),2012年,板楼
1738,宣颐家园 ,旧宫,"38,451元/平",133,2室1厅,34.59平米,西,其他,中楼层(共5层),2004年,塔楼
1739,顺驰蓝调 ,菜户营,"76,130元/平",1158,3室2厅,152.11平米,南 北,简装,顶层(共20层),2008年,板楼
1740,南沙滩小区 ,南沙滩,"50,286元/平",405,2室1厅,80.54平米,东 西,精装,低楼层(共14层) ,,板楼
1741,亮马水晶 ,朝阳公园,"61,571元/平",559,2室1厅,90.79平米,西南,精装,中楼层(共20层) ,,塔楼
1742,京南嘉园 ,窦店,"10,099元/平",139,3室2厅,137.65平米,南 北,毛坯,低楼层(共6层) ,,板楼
1743,罗庄西里 ,知春路,"95,313元/平",549,2室1厅,57.6平米,南 北,精装,中楼层(共6层),1998年,板楼
1744,京投万科金域公园 ,长阳,"34,546元/平",340,3室1厅,98.42平米,南 北,精装,中楼层(共10层),2014年,板楼
1745,育慧里二区 ,亚运村小营,"73,457元/平",533,3室1厅,72.56平米,南 北 东,精装,低楼层(共6层),1991年,板楼
1746,弘善家园 ,潘家园,"33,389元/平",264,2室1厅,79.07平米,东北,简装,中楼层(共28层),2015年,塔楼
1747,世纪金色嘉园 ,北京南站,"70,930元/平",680,2室1厅,95.87平米,南,简装,28层,2003年,塔楼
1748,霁月园 ,滨河西区,"28,657元/平",299,2室1厅,104.34平米,南 北,简装,低楼层(共16层) ,,板楼
1749,城北社区 ,城关,"13,267元/平",79,2室1厅,59.55平米,东南 北,简装,底层(共6层),1981年,板楼
1750,国典华园 ,安贞,"85,514元/平",889,2室1厅,103.96平米,西南 北,简装,中楼层(共17层),2005年,塔楼
1751,甘露园南里 ,甘露园,"39,572元/平",229,2室1厅,57.87平米,东 西,精装,顶层(共6层) ,,板楼
1752,风格与林苑 ,花乡,"49,045元/平",580,2室1厅,118.26平米,南 北,简装,底层(共7层) ,,板楼
1753,胜古馨园 ,惠新西街,"99,994元/平",1430,3室2厅,143.01平米,南 北,精装,低楼层(共12层) ,,板楼
1754,文成建筑 ,成寿寺,"63,468元/平",730,2室1厅,115.02平米,南 北,精装,高楼层(共18层),2009年,板楼
1755,安华里社区 ,安贞,"58,419元/平",339,2室1厅,58.03平米,东 西,简装,底层(共6层) ,,板楼
1756,首开国风美唐一期 ,回龙观,"61,426元/平",579,2室1厅,94.26平米,南 北,其他,中楼层(共11层),2012年,板楼
1757,六铺炕三区 ,六铺炕,"152,174元/平",665,1室1厅,43.7平米,南 北,精装,顶层(共6层) ,,板楼
1758,国美第一城3号院 ,朝青,"57,594元/平",529,2室1厅,91.85平米,东南,精装,27层,2007年,塔楼
1759,万年花城三期 ,玉泉营,"64,354元/平",599,2室1厅,93.08平米,南 北,简装,高楼层(共16层),2006年,板塔结合
1760,天鑫家园 ,霍营,"43,013元/平",265,1室1厅,61.61平米,南 北,简装,6层 ,,板楼
1761,长滩壹号 ,南邵,"38,974元/平",410,3室1厅,105.2平米,南 北,精装,顶层(共9层) ,,板楼
1762,榆苑公寓 ,双榆树,"87,137元/平",420,1室1厅,48.2平米,南,精装,低楼层(共7层) ,,板楼
1763,万年花城三期 ,玉泉营,"59,992元/平",749,3室1厅,124.85平米,南 北,简装,中楼层(共16层),2006年,板塔结合
1764,牡丹园西里 ,牡丹园,"89,642元/平",450,1室1厅,50.2平米,南,精装,中楼层(共16层) ,,塔楼
1765,朝阳新城二区 ,东坝,"43,346元/平",455,2室1厅,104.97平米,南 北,简装,中楼层(共6层) ,,板楼
1766,金隅康惠园3号院 ,双桥,"39,308元/平",295,2室1厅,75.05平米,南,简装,中楼层(共22层),2010年,塔楼
1767,国美第一城2号院 ,朝青,"59,387元/平",565,2室2厅,95.14平米,南,简装,27层,2006年,板塔结合
1768,万年花城三期 ,玉泉营,"49,954元/平",325,1室1厅,65.06平米,北,简装,中楼层(共16层),2006年,板楼
1769,金融街融汇 ,天宫院,"33,018元/平",174,1室1厅,52.7平米,东,其他,高楼层(共26层),2014年,板塔结合
1770,新风北里 ,马甸,"159,674元/平",685,1室1厅,42.9平米,南,精装,16层 ,,塔楼
1771,中纺宿舍北院 ,甘家口,"92,830元/平",980,3室2厅,105.57平米,东南,简装,中楼层(共18层),2000年,塔楼
1772,首开常青藤四期 ,东坝,"74,083元/平",668,3室1厅,90.17平米,南 北,精装,中楼层(共6层) ,,板楼
1773,天裕昕园西区 ,中央别墅区,"24,165元/平",191,2室1厅,79.04平米,南 北,精装,高楼层(共18层),2015年,板楼
1774,花家地北里 ,望京,"59,401元/平",345,2室1厅,58.08平米,南,精装,高楼层(共18层) ,,塔楼
1775,万科中粮假日风景 ,青塔,"68,189元/平",678,2室1厅,99.43平米,南 北,精装,高楼层(共9层),2008年,板楼
1776,铁一区 ,木樨地,"119,697元/平",553,1室1厅,46.2平米,东,简装,底层(共4层) ,,板楼
1777,四合欣园 ,科技园区,"48,192元/平",465,2室1厅,96.49平米,南 北,精装,中楼层(共20层),2014年,板楼
1778,宣颐家园 ,旧宫,"42,361元/平",483,2室2厅,114.02平米,南 北,精装,中楼层(共7层) ,,板楼
1779,管庄东里 ,管庄,"39,500元/平",382,3室1厅,96.71平米,南 北,简装,中楼层(共6层) ,,板楼
1780,八里庄北里小区 ,石佛营,"55,105元/平",312,2室1厅,56.62平米,南 北,简装,底层(共6层),1984年,板楼
1781,华源冠军城 ,南沙滩,"73,286元/平",530,2室1厅,72.32平米,东北,精装,高楼层(共25层),2006年,板塔结合
1782,长海御墅 ,房山其它,"11,094元/平",110,2室1厅,99.16平米,南 北,精装,中楼层(共6层) ,,板楼
1783,建明里小区 ,西关环岛,"27,666元/平",239,2室1厅,86.39平米,南 北,简装,低楼层(共6层) ,,板楼
1784,世茂维拉 ,长阳,"19,528元/平",398,3室2厅,203.82平米,南 北,精装,底层(共12层),2015年,板塔结合
1785,砂轮厂宿舍 ,清河,"51,684元/平",330,2室1厅,63.85平米,南 北,简装,高楼层(共7层),1999年,板楼
1786,亚林上苑 ,右安门外,"60,736元/平",355,1室1厅,58.45平米,东,精装,中楼层(共28层) ,,板塔结合
1787,翠林二里 ,北京南站,"41,540元/平",190,1室1厅,45.74平米,东南,简装,中楼层(共6层),1995年,板楼
1788,晨光家园A区 ,石佛营,"50,345元/平",439,2室2厅,87.2平米,南,精装,中楼层(共30层),1999年,塔楼
1789,龙泉花园 ,城子,"20,461元/平",175,2室1厅,85.53平米,东 西,简装,高楼层(共6层) ,,板楼
1790,珠江丽景家园 ,潞苑,"31,722元/平",242,2室2厅,76.29平米,南,简装,底层(共10层),2013年,板塔结合
1791,红山郡 ,丰台其它,"32,488元/平",210,2室1厅,64.64平米,南,精装,顶层(共21层),2017年,板楼
1792,人定湖西里 ,六铺炕,"118,628元/平",726,2室1厅,61.2平米,东 南 北,其他,中楼层(共4层) ,,板楼
1793,化工大院 ,和平里,"116,704元/平",1150,4室1厅,98.54平米,南 北,简装,中楼层(共5层) ,,板楼
1794,朝阳门内大街 ,朝阳门内,"104,933元/平",368,1室1厅,35.07平米,东,精装,低楼层(共7层) ,,板楼
